HASH3,serror_rate,dst_host_srv_count,duration,num_compromised,icmp,srv_count,udp,dst_host_diff_srv_rate,dst_host_same_srv_rate,dst_host_serror_rate,wrong_fragment,dst_host_rerror_rate,dst_host_srv_diff_host_rate,dst_host_same_src_port_rate,count,dst_bytes,HASH5,num_file_creations,src_bytes,CATEGORY
-1.0,0.0,0.24015748031496065,0,0.0,1,0.0019607843137254893,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.14960629921259844,0,0.0,1,0.0392156862745098,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.18503937007874016,0,0.0,1,0.07647058823529412,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.33858267716535434,0,0.0,1,0.09019607843137256,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.18503937007874016,0,0.0,1,0.023529411764705882,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.2795275590551181,0,0.0,1,0.02549019607843137,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3740157480314961,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.4094488188976378,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.26,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.06692913385826772,0,0.0,1,0.013725490196078431,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.9921259842519684,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.9330708661417324,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.21653543307086606,0,0.0,1,0.056862745098039215,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.9015748031496064,0,0.0,1,0.1,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.5944881889763779,0,0.0,1,0.07647058823529412,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.531496062992126,0,0.0,1,0.06274509803921569,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,1.0,0,0.0,1,0.08431372549019607,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.7952755905511811,0,0.0,1,0.08627450980392158,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.452755905511811,0,0.0,1,0.0039215686274509795,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3346456692913386,0,0.0,1,0.005882352941176471,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.2637795275590551,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.7637795275590551,0,0.0,1,0.056862745098039215,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
0.0,0.0,0.003937007874015748,0,0.0,0,0.0,0,1.0,0.06,0.0,0.0,0.88,1.0,0.06,0.0,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.003937007874015748,0,0.0,0,0.0,0,1.0,0.02,0.0,0.0,0.91,1.0,0.02,0.0,0.0,0.0,0.0,0.0,PROBE
-1.0,0.0,0.1220472440944882,0,0.0,1,0.015686274509803918,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.2362204724409449,0,0.0,1,0.043137254901960784,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
0.0,0.0,0.003937007874015748,0,0.0,0,0.0,0,1.0,0.02,0.0,0.0,0.95,1.0,0.02,0.0,0.0,-2.0,0.0,0.0,PROBE
0.0,0.0,0.003937007874015748,0,0.0,0,0.0,0,1.0,0.03,0.0,0.0,0.97,1.0,0.03,0.0,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0,0.0,0,1.0,0.05,0.0,0.0,0.86,0.0,0.05,0.0,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.003937007874015748,0,0.0,0,0.0,0,1.0,0.08,0.0,0.0,0.85,1.0,0.08,0.0,0.0,0.0,0.0,0.0,PROBE
-1.0,0.0,0.5590551181102362,0,0.0,1,0.06862745098039216,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.8582677165354331,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.8779527559055118,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.3858267716535433,0,0.0,1,0.07254901960784314,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
0.0,0.0,0.003937007874015748,0,0.0,0,0.0,0,1.0,0.02,0.0,0.0,0.93,1.0,0.02,0.0,0.0,0.0,0.0,0.0,PROBE
-1.0,0.0,0.8188976377952756,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.1377952755905512,0,0.0,1,0.07058823529411765,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.06299212598425198,0,0.0,1,0.08823529411764706,0,0.0,1.0,0.0,0.0,0.0,0.53,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.968503937007874,0,0.0,1,0.013725490196078431,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.9606299212598424,0,0.0,1,0.0,0,0.18,0.09,0.0,0.0,0.09,0.25,0.09,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.20866141732283466,0,0.0,1,0.08823529411764706,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3031496062992126,0,0.0,1,0.06470588235294117,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.031496062992125984,0,0.0,1,0.08235294117647059,0,0.0,1.0,0.0,0.0,0.0,0.56,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.2795275590551181,0,0.0,1,0.0803921568627451,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.2598425196850393,0,0.0,1,0.09803921568627452,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.2677165354330709,0,0.0,1,0.05882352941176471,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.5984251968503937,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.07874015748031496,0,0.0,1,0.03725490196078431,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
0.0,0.0,0.0,0,0.0,0,0.0,0,1.0,0.08,0.0,0.0,0.92,0.0,0.08,0.0,0.0,0.0,0.0,0.0,PROBE
-1.0,0.0,0.3188976377952756,0,0.0,1,0.056862745098039215,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.42913385826771655,0,0.0,1,0.015686274509803918,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.06299212598425198,0,0.0,1,0.029411764705882363,0,0.0,1.0,0.0,0.0,0.0,0.53,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.22440944881889768,0,0.0,1,0.08235294117647059,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.015748031496062992,0,0.0,1,0.043137254901960784,0,0.0,1.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.5708661417322834,0,0.0,1,0.08235294117647059,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.8976377952755905,0,0.0,1,0.08431372549019607,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.8897637795275591,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.2952755905511811,0,0.0,1,0.052941176470588235,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
0.0,0.0,0.003937007874015748,0,0.0,0,0.0,0,1.0,0.02,0.0,0.0,0.93,1.0,0.02,0.0,0.0,0.0,0.0,0.0,PROBE
-1.0,0.0,0.2795275590551181,0,0.0,1,0.043137254901960784,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3740157480314961,0,0.0,1,0.05882352941176471,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.35826771653543305,0,0.0,1,0.07058823529411765,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.5354330708661418,0,0.0,1,0.005882352941176471,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3346456692913386,0,0.0,1,0.011764705882352941,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.5,0,0.0,1,0.0039215686274509795,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.22440944881889768,0,0.0,1,0.09215686274509803,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.4094488188976378,0,0.0,1,0.06862745098039216,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3464566929133858,0,0.0,1,0.09411764705882353,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.1220472440944882,0,0.0,1,0.0019607843137254893,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.015748031496062992,0,0.0,1,0.0019607843137254893,0,0.0,1.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.14173228346456693,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.27,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.07480314960629922,0,0.0,1,0.09607843137254904,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.2362204724409449,0,0.0,1,0.029411764705882363,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.023622047244094488,0,0.0,1,0.09607843137254904,0,0.0,1.0,0.0,0.0,0.0,0.57,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.5039370078740157,0,0.0,1,0.0784313725490196,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.17716535433070865,0,0.0,1,0.0607843137254902,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.07874015748031496,0,0.0,1,0.05882352941176471,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.09448818897637797,0,0.0,1,0.09607843137254904,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.24015748031496065,0,0.0,1,0.0803921568627451,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3110236220472441,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.5039370078740157,0,0.0,1,0.054901960784313725,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.09448818897637797,0,0.0,1,0.00980392156862745,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.5944881889763779,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.1732283464566929,0,0.0,1,0.015686274509803918,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.15748031496062992,0,0.0,1,0.02549019607843137,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,1.0,0,0.0,1,0.0039215686274509795,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.2480314960629921,0,0.0,1,0.06862745098039216,0,0.0,1.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.12992125984251968,0,0.0,1,0.02549019607843137,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3503937007874016,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.3740157480314961,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.2283464566929134,0,0.0,1,0.056862745098039215,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.4173228346456693,0,0.0,1,0.015686274509803918,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3031496062992126,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.26,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.03937007874015748,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,0.14173228346456693,0,0.0,1,0.06274509803921569,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.5039370078740157,0,0.0,1,0.07450980392156863,0,0.0,1.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.1062992125984252,0,0.0,1,0.0019607843137254893,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.3346456692913386,0,0.0,1,0.045098039215686274,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.06692913385826772,0,0.0,1,0.023529411764705882,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.4921259842519685,0,0.0,1,0.005882352941176471,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.4094488188976378,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,1.0,0,0.0,1,0.06274509803921569,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
-1.0,0.0,0.1968503937007874,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.865071920945408e-07,PROBE
0.0,0.0,0.0,0,0.0,0,0.0,0,1.0,0.06,0.0,0.0,0.88,0.0,0.06,0.0,0.0,0.0,0.0,0.0,PROBE
-1.0,0.0,0.7795275590551181,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0019607843137254893,0.0,1.0,0.0,2.865071920945408e-07,PROBE
-1.0,0.0,1.0,0,0.0,1,0.0803921568627451,0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.273365298197959e-07,PROBE
