src_bytes,su_attempted,dst_bytes,is_host_login,num_failed_logins,land,duration,is_guest_login,wrong_fragment,urgent,num_access_files,hot,num_root,num_shells,srv_diff_host_rate,srv_count,num_compromised,dst_host_srv_diff_host_rate,num_file_creations,HASH2,CATEGORY
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02549019607843137,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013725490196078431,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056862745098039215,0.0,0.52,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07647058823529412,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06274509803921569,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08431372549019607,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08627450980392158,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0039215686274509795,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005882352941176471,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056862745098039215,0.0,0.5,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015686274509803918,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.043137254901960784,0.0,0.51,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06862745098039216,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07254901960784314,0.0,0.52,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07058823529411765,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08823529411764706,0.0,0.53,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013725490196078431,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08823529411764706,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06470588235294117,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08235294117647059,0.0,0.56,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0803921568627451,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09803921568627452,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05882352941176471,0.0,0.51,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03725490196078431,0.0,0.52,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056862745098039215,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015686274509803918,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029411764705882363,0.0,0.53,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08235294117647059,0.0,0.52,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.043137254901960784,0.0,0.6,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08235294117647059,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08431372549019607,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.052941176470588235,0.0,0.5,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.043137254901960784,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05882352941176471,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07058823529411765,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005882352941176471,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011764705882352941,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0039215686274509795,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09215686274509803,0.0,0.52,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06862745098039216,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09411764705882353,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0019607843137254893,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0019607843137254893,0.0,0.6,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09607843137254904,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029411764705882363,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09607843137254904,0.0,0.57,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0784313725490196,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0607843137254902,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05882352941176471,0.0,0.52,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09607843137254904,0.0,0.52,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0803921568627451,0.0,0.52,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.054901960784313725,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00980392156862745,0.0,0.52,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015686274509803918,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02549019607843137,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0039215686274509795,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06862745098039216,0.0,0.52,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02549019607843137,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056862745098039215,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015686274509803918,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06274509803921569,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07450980392156863,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0019607843137254893,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045098039215686274,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023529411764705882,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005882352941176471,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06274509803921569,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0803921568627451,0.0,0.5,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056862745098039215,0.0,0.52,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08235294117647059,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07058823529411765,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056862745098039215,0.0,0.5,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07254901960784314,0.0,0.51,0.0,-1.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02549019607843137,0.0,0.5,0.0,-1.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,PROBE
0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,PROBE
1.273365298197959e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047058823529411764,0.0,0.51,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,PROBE
2.865071920945408e-07,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,PROBE
