HASH4,serror_rate,num_compromised,udp,dst_host_count,dst_host_srv_count,HASH3,dst_host_diff_srv_rate,dst_host_srv_diff_host_rate,dst_host_same_srv_rate,src_bytes,dst_host_serror_rate,wrong_fragment,srv_diff_host_rate,dst_host_same_src_port_rate,count,dst_bytes,HASH5,num_file_creations,dst_host_rerror_rate
2.0,0.0,0.0,0,1.0,0.9921259842519684,1.0,0.01,0.0,0.99,0.000482915521978,0.0,,0.0,0.0,0.5826771653543307,0.0040571045085717,0.0,,0.0
0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0025970123626373,0.0,,0.1,0.0,0.0511811023622047,0.007778659020194,-2.0,,0.0
-1.0,1.0,0.0,0,1.0,0.0354330708661417,0.0,0.05,0.0,0.04,0.0,0.79,,0.0,0.0,0.2519685039370078,0.0,0.0,,0.0
1.0,0.0,0.0,0,1.0,0.0,0.0,0.71,0.0,0.0,0.0015667925824175,0.0,,0.0,0.96,0.0,0.0032029772436092,0.0,,0.0
0.0,0.0,1.0,0,0.2165354330708661,0.2165354330708661,0.0,0.0,0.0,1.0,0.5852936126373627,0.0,,0.67,0.02,0.0019685039370078,0.2536147886035019,-2.0,,0.02
0.0,0.0,0.0,0,0.6220472440944882,1.0,0.0,0.0,0.03,1.0,0.0036916208791208,0.0,,0.0,0.01,0.0019685039370078,0.0079616862912573,-2.0,,0.0
0.0,1.0,0.0,0,1.0,0.0708661417322834,-1.0,0.06,0.0,0.07,0.0,1.0,,0.0,0.0,0.3917322834645669,0.0,0.0,,0.0
-1.0,1.0,0.0,0,0.1377952755905512,0.0196850393700787,0.0,0.14,0.0,0.17,0.0,1.0,,0.0,0.03,0.2578740157480315,0.0,0.0,,0.0
2.0,0.0,0.0,0,1.0,0.9960629921259844,1.0,0.01,0.0,1.0,0.000482915521978,0.0,,0.01,0.0,0.1437007874015748,0.0039960954182173,0.0,,0.0
0.0,0.0,0.0,0,0.0866141732283464,0.9763779527559056,0.0,0.0,0.12,1.0,0.0,0.0,,1.0,0.04,0.0,0.0,-2.0,,0.35
0.0,0.0,0.0,0,0.6023622047244095,1.0,0.0,0.0,0.01,1.0,0.0027794471153846,0.0,,0.75,0.01,0.0,0.373985723872857,-2.0,,0.0
0.0,1.0,0.0,0,1.0,0.0118110236220472,0.0,0.08,0.0,0.02,0.0,1.0,,0.0,0.0,0.2539370078740157,0.0,-4.0,,0.0
1.0,1.0,0.0,0,1.0,0.0472440944881889,0.0,0.05,0.0,0.05,0.0,1.0,,0.0,0.0,0.2244094488188976,0.0,1.0,,0.0
1.0,1.0,0.0,0,1.0,0.0433070866141732,0.0,0.06,0.0,0.05,0.0,1.0,,0.0,0.0,0.2106299212598425,0.0,1.0,,0.0
1.0,1.0,0.0,0,1.0,0.0393700787401574,0.0,0.08,0.0,0.04,0.0,1.0,,0.0,0.0,0.5511811023622047,0.0,-3.0,,0.0
-1.0,0.0,0.0,0,1.0,0.0866141732283464,0.0,0.07,0.0,0.09,0.0,0.0,,0.0,0.0,0.2066929133858267,0.0,0.0,,1.0
0.0,0.0,0.0,0,0.0669291338582677,0.6771653543307087,0.0,0.0,0.02,1.0,0.0035950377747252,0.0,,0.0,0.06,0.0334645669291338,0.0513086449881032,-2.0,,0.0
0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0031872424450549,0.0,,0.0,0.0,0.0374015748031496,0.0646391312305533,-2.0,,0.0
0.0,1.0,0.0,0,1.0,0.0511811023622047,1.0,0.08,0.0,0.05,0.0,1.0,,0.0,0.0,0.0354330708661417,0.0,-1.0,,0.0
1.0,1.0,0.0,0,1.0,0.0157480314960629,-1.0,0.07,0.0,0.02,0.0,1.0,,0.0,0.0,0.4586614173228346,0.0,1.0,,0.0
2.0,0.0,0.0,0,0.0,0.6850393700787402,-1.0,0.0,1.0,1.0,0.0001931662087912,0.0,,0.0,1.0,0.0,0.0,1.0,,0.0
-1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0004507211538461,0.0,,0.0,0.0,0.0019685039370078,0.0,0.0,,0.0
0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.002189217032967,0.0,,0.15,0.0,0.0551181102362204,0.036391922396437,-2.0,,0.0
0.0,0.0,0.0,0,0.3070866141732283,0.2086614173228346,0.0,0.05,0.0,0.68,0.0091002747252747,0.0,,0.0,0.01,0.0,0.0100664999084863,-2.0,,0.01
0.0,0.0,0.0,0,0.0,0.3700787401574803,0.0,0.0,0.05,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,-2.0,,1.0
2.0,0.0,0.0,0,0.0039370078740157,0.4133858267716535,-1.0,0.0,0.5,1.0,8.585164835164836e-05,0.0,,1.0,1.0,0.0,0.0,1.0,,0.0
1.0,0.1,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11,,0.0,0.0,1.0,0.0,0.0,,0.89
0.0,0.0,0.0,0,0.0275590551181102,0.4094488188976378,0.0,0.0,0.07,1.0,0.0031979739010989,0.0,,0.18,0.12,0.0137795275590551,0.0319382588005612,-2.0,,0.0
0.0,0.0,0.0,0,1.0,0.0944881889763779,0.0,0.03,0.0,0.1,0.027096926510989,0.0,,0.0,0.0,0.0,0.0102190226343725,-2.0,,0.77
2.0,0.0,0.0,0,1.0,0.9960629921259844,1.0,0.01,0.0,1.0,0.000482915521978,0.0,,0.01,0.0,0.1476377952755905,0.0021353181624061,0.0,,0.0
-1.0,1.0,0.0,0,1.0,0.0039370078740157,0.0,0.09,0.0,0.01,0.0,1.0,,0.0,0.0,0.5137795275590551,0.0,0.0,,0.0
1.0,1.0,0.0,0,1.0,0.0748031496062992,0.0,0.05,0.0,0.08,0.0,1.0,,0.0,0.0,0.2519685039370078,0.0,1.0,,0.0
0.0,0.0,0.0,0,0.7047244094488189,1.0,0.0,0.0,0.03,1.0,0.0033911401098901,0.01,,0.0,0.01,0.0216535433070866,0.0185162589225794,-2.0,,0.01
2.0,0.0,0.0,0,1.0,0.0275590551181102,0.0,0.07,0.0,0.03,0.0,0.0,,0.0,0.0,0.2834645669291338,0.0,-4.0,,1.0
0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0021677541208791,0.0,,0.0,0.01,0.0019685039370078,0.0243426270514306,-2.0,,0.0
0.0,0.0,0.0,0,0.1417322834645669,1.0,0.0,0.0,0.02,1.0,0.0,0.0,,1.0,0.03,0.0,0.0,-2.0,,0.03
-1.0,0.0,0.0,0,1.0,0.4763779527559055,0.0,0.05,0.0,0.48,1.0731456043956045e-05,0.0,,0.0,1.0,0.171259842519685,0.0,0.0,,0.0
0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0033804086538461,0.0,,0.16,0.0,0.0137795275590551,0.1402293941797328,-2.0,,0.0
0.0,0.0,0.0,0,0.0118110236220472,1.0,0.0,0.0,0.02,1.0,0.0,0.0,,1.0,0.25,0.0,0.0,-2.0,,1.0
1.0,0.0,0.0,0,1.0,0.5590551181102362,0.0,0.02,0.0,0.56,0.0037989354395604,0.0,,0.0,0.0,0.0,0.0363309133060826,-1.0,,0.0
0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0035628434065934,0.0,,0.0,0.0,0.0216535433070866,0.0115612226221707,-2.0,,0.0
0.0,0.0,0.0,0,0.0157480314960629,1.0,0.0,0.0,0.06,1.0,0.0022858001373626,0.0,,0.0,0.2,0.0078740157480314,0.2840278201452016,-2.0,,0.0
0.0,0.0,0.0,0,0.0078740157480314,1.0,0.0,0.0,0.06,1.0,0.0032730940934065,0.0,,0.0,0.33,0.0039370078740157,0.022024281617961,-2.0,,0.0
-1.0,0.0,0.0,0,1.0,0.0551181102362204,0.0,0.07,0.0,0.06,0.0,0.0,,0.0,0.0,0.2716535433070866,0.0,0.0,,1.0
1.0,1.0,0.0,0,1.0,0.0866141732283464,-1.0,0.05,0.0,0.09,0.0,1.0,,0.0,0.0,0.2421259842519685,0.0,2.0,,0.0
1.0,0.0,0.0,0,1.0,0.0039370078740157,0.0,0.52,0.0,0.01,0.0015667925824175,0.0,,0.0,0.85,0.0019685039370078,0.0032029772436092,0.0,,0.0
0.0,0.0,0.0,0,0.0433070866141732,1.0,0.0,0.0,0.02,1.0,0.0032945570054945,0.0,,0.0,0.08,0.0216535433070866,0.0338295406015496,-2.0,,0.0
0.0,0.0,0.0,0,0.2716535433070866,1.0,0.0,0.0,0.06,1.0,0.0023179945054945,0.0,,0.29,0.01,0.0039370078740157,0.01476419986578,-2.0,,0.0
0.0,0.0,0.0,0,0.468503937007874,0.5354330708661418,0.0,0.03,0.01,0.53,0.0183507898351648,0.0,,0.0,0.01,0.0,0.0101275089988408,-2.0,,0.0
1.0,1.0,0.0,0,1.0,0.0787401574803149,0.0,0.06,0.0,0.08,0.0,1.0,,0.0,0.0,0.2755905511811024,0.0,-1.0,,0.0
0.0,0.0,0.0,0,0.5669291338582677,0.7047244094488189,0.0,0.02,0.01,0.63,0.1323510473901099,0.0,,0.0,0.01,0.0,0.0435909950582636,-2.0,,0.0
0.0,0.0,0.0,0,0.1968503937007874,1.0,0.0,0.0,0.01,1.0,0.0027257898351648,0.02,,0.13,0.02,0.0059055118110236,0.0503324995424318,-2.0,,0.0
0.0,0.0,0.0,0,0.7283464566929134,0.5354330708661418,0.0,0.03,0.0,0.74,0.0069217891483516,0.01,,1.0,0.01,0.0,0.0099444817277774,-2.0,,0.0
-1.0,0.0,0.0,0,1.0,0.9763779527559056,0.0,0.01,0.0,0.98,0.0011268028846153,0.0,,0.0,0.01,0.0,0.0032029772436092,0.0,,0.0
1.0,1.0,0.0,0,1.0,0.0157480314960629,0.0,0.07,0.0,0.02,0.0,1.0,,0.0,0.0,0.4153543307086614,0.0,-1.0,,0.0
0.0,0.0,0.0,0,1.0,0.2519685039370078,1.0,0.02,0.0,0.25,0.0013414320054945,0.0,,0.0,0.0,0.0,0.0053077908608382,-1.0,,0.01
0.0,0.0,0.0,0,0.7244094488188977,1.0,0.0,0.0,0.03,1.0,0.0022106799450549,0.01,,0.22,0.01,0.0118110236220472,0.1138124580562503,-2.0,,0.0
1.0,1.0,0.0,0,1.0,0.0433070866141732,-1.0,0.07,0.0,0.05,0.0,1.0,,0.0,0.0,0.5354330708661418,0.0,1.0,,0.0
-1.0,0.0,0.0,0,1.0,0.9291338582677166,0.0,0.01,0.0,0.93,0.0011268028846153,0.0,,0.0,0.02,0.0078740157480314,0.0044536635958757,0.0,,0.0
-1.0,0.0,0.0,0,1.0,0.9960629921259844,0.0,0.01,0.0,1.0,0.0011268028846153,0.0,,0.0,0.01,0.0059055118110236,0.0,0.0,,0.0
0.0,0.0,0.0,0,0.0236220472440944,1.0,0.0,0.0,0.08,1.0,0.0030799278846153,0.0,,0.0,0.14,0.0118110236220472,0.0737599902385455,-2.0,,0.0
2.0,0.0,0.0,0,1.0,0.9724409448818898,1.0,0.01,0.0,0.97,0.000472184065934,0.0,,0.38,0.0,0.0,0.0035080226953816,0.0,,0.0
0.0,0.0,0.0,0,0.0393700787401574,0.3818897637795275,0.0,0.0,0.24,1.0,0.0,0.0,,0.0,0.09,0.0,0.0,-2.0,,1.0
-1.0,1.0,0.0,0,1.0,0.0157480314960629,0.0,0.09,0.0,0.02,0.0,1.0,,0.0,0.0,0.4901574803149606,0.0,-1.0,,0.0
0.0,0.0,0.0,0,0.8976377952755905,0.7125984251968503,0.0,0.02,0.01,0.71,0.0124055631868131,0.0,,1.0,0.0,0.0,0.0102800317247269,-2.0,,0.0
2.0,0.0,0.0,0,1.0,0.9448818897637796,1.0,0.01,0.0,0.95,0.000482915521978,0.0,,0.67,0.0,0.0,0.0033554999694954,0.0,,0.0
-1.0,0.0,0.0,0,0.6062992125984252,0.0,0.0,0.14,0.0,0.01,0.0,0.0,,0.0,0.23,0.0,0.0,0.0,,0.23
2.0,0.0,0.0,0,1.0,0.9960629921259844,1.0,0.01,0.0,1.0,0.000482915521978,0.0,,0.0,0.0,0.6240157480314961,0.004087609053749,0.0,,0.0
0.0,0.0,0.0,0,0.4409448818897638,1.0,0.0,0.0,0.02,1.0,0.0025433550824175,0.0,,0.0,0.01,0.0551181102362204,0.0114086998962845,-2.0,,0.0
1.0,0.0,0.0,0,1.0,0.7834645669291339,-1.0,0.02,0.0,0.78,0.0110748626373626,0.0,,0.0,0.78,0.7204724409448819,0.0,1.0,,0.16
-1.0,0.0,0.0,0,1.0,0.0039370078740157,0.0,0.06,0.0,0.01,0.0,0.0,,0.0,0.0,0.1929133858267716,0.0,0.0,,1.0
0.0,0.0,0.0,0,1.0,0.0039370078740157,1.0,0.45,0.0,0.01,1.0731456043956045e-05,0.0,,0.0,0.88,0.0019685039370078,0.0,-1.0,,0.88
0.0,0.0,0.0,0,0.5551181102362205,1.0,0.0,0.0,0.01,1.0,0.0032945570054945,0.0,,0.0,0.01,0.0354330708661417,0.1191812580074431,-2.0,,0.05
