duration,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,HASH1,HASH2,HASH3,HASH4,HASH5,icmp,tcp,udp,CATEGORY
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2519685039370079,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
2,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23228346456692914,0.023622047244094488,0.02,1.0,0.02,0.29,0.0,0.0,0.92,0.0,1.0,-1.0,-1.0,1.0,0.0,0,1,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2440944881889764,1.0,0.0,1.0,0.05,0.0,0.0,1.0,0.03,2.0,-1.0,0.0,2.0,-1.0,0,1,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.09803921568627452,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.05905511811023623,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.07254901960784314,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.38976377952755903,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.027450980392156862,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.0984251968503937,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.015686274509803918,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.047244094488188976,1.0,0.0,1.0,0.54,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8503937007874016,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23228346456692914,0.031496062992125984,0.02,1.0,0.02,0.22,0.0,0.0,0.92,0.0,1.0,-1.0,-1.0,1.0,0.0,0,1,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.035294117647058816,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.05118110236220472,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06666666666666668,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3346456692913386,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.029411764705882356,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3543307086614173,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17716535433070865,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.041176470588235294,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3070866141732284,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.005882352941176471,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4488188976377953,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.20078740157480315,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14173228346456693,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.5944881889763779,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.043137254901960784,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.3425196850393701,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0019607843137254897,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3307086614173229,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.16535433070866146,0.003937007874015748,0.02,1.0,0.02,1.0,0.0,0.0,0.88,1.0,2.0,-2.0,0.0,-1.0,0.0,0,1,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.027450980392156862,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1062992125984252,1.0,0.0,1.0,0.54,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06470588235294117,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.17716535433070865,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2047244094488189,0.003937007874015748,0.02,1.0,0.02,1.0,0.0,0.0,0.98,1.0,2.0,-2.0,0.0,-1.0,0.0,0,1,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.09411764705882353,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03937007874015748,1.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.043137254901960784,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8346456692913385,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2440944881889764,0.003937007874015748,0.02,1.0,0.02,1.0,0.0,0.0,0.95,1.0,2.0,-2.0,0.0,-1.0,0.0,0,1,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.8385826771653543,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05118110236220472,0.05118110236220472,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1,0,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.08661417322834647,0.0,0.04,1.0,0.04,0.0,0.0,0.0,0.87,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0019607843137254897,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.24015748031496065,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.14960629921259844,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.07647058823529412,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.18503937007874016,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.09019607843137256,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.33858267716535434,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.18503937007874016,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.02549019607843137,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.2795275590551181,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3740157480314961,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4094488188976378,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.013725490196078431,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.06692913385826772,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9921259842519684,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9330708661417324,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.056862745098039215,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.21653543307086612,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.9015748031496064,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.07647058823529412,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.5944881889763779,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06274509803921569,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.531496062992126,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.08431372549019607,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.08627450980392158,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7952755905511811,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0039215686274509795,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.452755905511811,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.005882352941176471,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.3346456692913386,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011811023622047244,0.2637795275590551,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.056862745098039215,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7637795275590551,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.06299212598425198,0.003937007874015748,0.06,1.0,0.06,1.0,0.0,0.0,0.88,1.0,2.0,-2.0,0.0,-1.0,0.0,0,1,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.16929133858267714,0.003937007874015748,0.02,1.0,0.02,1.0,0.0,0.0,0.91,1.0,2.0,-2.0,0.0,-1.0,0.0,0,1,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.015686274509803918,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.1220472440944882,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.043137254901960784,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2362204724409449,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2362204724409449,0.003937007874015748,0.02,1.0,0.02,1.0,0.0,0.0,0.95,1.0,-1.0,-1.0,0.0,0.0,-2.0,0,1,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.13385826771653545,0.003937007874015748,0.03,1.0,0.03,1.0,0.0,0.0,0.97,1.0,2.0,-2.0,0.0,-1.0,0.0,0,1,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.07874015748031496,0.0,0.05,1.0,0.05,0.0,0.0,0.0,0.86,1.0,2.0,-2.0,0.0,-1.0,0.0,0,1,0,PROBE
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.047244094488188976,0.003937007874015748,0.08,1.0,0.08,1.0,0.0,0.0,0.85,1.0,2.0,-2.0,0.0,-1.0,0.0,0,1,0,PROBE
0,1,1.273365298197959e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06862745098039216,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5590551181102362,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8582677165354331,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
0,1,2.865071920945408e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8779527559055118,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,1,0,0,PROBE
